customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,quarters,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
8859,AW00019858,Jenna Collins,73,50 and above,New,12/3/2013,Q4,137,1,$94.00,2,2,$94.00,$94.00
8860,AW00019859,Lisa Zhao,73,50 and above,New,5/19/2013,Q2,144,1,$70.00,1,1,$70.00,$70.00
8861,AW00019860,Sara Young,72,50 and above,New,2/26/2013,Q1,147,1,$133.00,3,3,$133.00,$133.00
8862,AW00019861,Caroline Perry,72,50 and above,New,6/12/2013,Q2,143,1,$79.00,2,2,$79.00,$79.00
8863,AW00019862,Emily Harris,71,50 and above,New,7/17/2013,Q3,142,2,$99.00,3,3,$49.00,$33.00
8864,AW00019863,Paige Powell,71,50 and above,New,1/7/2014,Q1,136,1,$70.00,1,1,$70.00,$70.00
8865,AW00019864,Isaiah Brooks,71,50 and above,New,7/1/2013,Q3,142,1,$70.00,1,1,$70.00,$70.00
8866,AW00019865,Hailey Butler,72,50 and above,New,4/4/2013,Q2,145,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
8867,AW00019866,Martin Patel,72,50 and above,New,9/28/2013,Q3,140,1,$70.00,1,1,$70.00,$70.00
8868,AW00019867,Juan Sanchez,71,50 and above,New,4/29/2013,Q2,145,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
8869,AW00019868,Kyle Jenkins,71,50 and above,New,10/27/2013,Q4,139,1,$120.00,2,2,$120.00,$120.00
8870,AW00019869,Carol Brooks,72,50 and above,New,10/12/2013,Q4,139,1,$609.00,4,4,$609.00,$609.00
8871,AW00019870,James Martin,65,50 and above,New,12/7/2013,Q4,137,2,$77.00,5,4,$38.00,$8.00
8872,AW00019871,Bryce Rivera,65,50 and above,New,8/25/2013,Q3,141,1,$70.00,1,1,$70.00,$70.00
8873,AW00019872,Faith Foster,59,50 and above,New,1/17/2014,Q1,136,1,$7.00,2,2,$7.00,$7.00
8874,AW00019873,Dylan Thomas,69,50 and above,New,4/7/2013,Q2,145,1,$7.00,2,2,$7.00,$7.00
8875,AW00019874,Sara Rogers,59,50 and above,Regular,7/9/2013,Q3,142,2,"$4,544.00",5,5,"$2,272.00",$181.00
8876,AW00019875,Patrick James,70,50 and above,New,4/24/2013,Q2,145,1,"$1,199.00",4,4,"$1,199.00","$1,199.00"
8877,AW00019876,Nathan Edwards,70,50 and above,New,7/1/2013,Q3,142,1,$79.00,2,2,$79.00,$79.00
8878,AW00019877,Steve Zheng,64,50 and above,New,9/3/2013,Q3,140,1,$70.00,1,1,$70.00,$70.00
8879,AW00019878,Morgan Jackson,69,50 and above,New,12/8/2013,Q4,137,1,$70.00,1,1,$70.00,$70.00
8880,AW00019879,Ian Green,70,50 and above,New,3/4/2013,Q1,146,1,$70.00,1,1,$70.00,$70.00
8881,AW00019880,Emma Bennett,70,50 and above,New,3/30/2013,Q1,146,1,$70.00,1,1,$70.00,$70.00
8882,AW00019881,Aidan Long,70,50 and above,New,3/29/2013,Q1,146,1,$79.00,2,2,$79.00,$79.00
8883,AW00019882,Richard Phillips,70,50 and above,New,7/14/2013,Q3,142,1,$124.00,2,2,$124.00,$124.00
8884,AW00019883,Kevin Young,69,50 and above,New,10/23/2013,Q4,139,1,$549.00,2,2,$549.00,$549.00
8885,AW00019884,James Simmons,63,50 and above,Regular,7/24/2013,Q3,142,2,"$4,588.00",5,5,"$2,294.00",$191.00
8886,AW00019885,Isaac Turner,68,50 and above,New,12/29/2013,Q4,137,1,$124.00,2,2,$124.00,$124.00
8887,AW00019886,Marcus Butler,68,50 and above,New,4/12/2013,Q2,145,1,$79.00,2,2,$79.00,$79.00
8888,AW00019887,Olivia Walker,68,50 and above,New,12/18/2013,Q4,137,1,$79.00,2,2,$79.00,$79.00
8889,AW00019888,Carson Washington,69,50 and above,New,7/24/2013,Q3,142,1,$120.00,2,2,$120.00,$120.00
8890,AW00019889,Catherine Sanders,68,50 and above,New,10/24/2013,Q4,139,1,$540.00,1,1,$540.00,$540.00
8891,AW00019890,Lee Alvarez,62,50 and above,New,7/17/2013,Q3,142,1,$120.00,2,2,$120.00,$120.00
8892,AW00019891,Jennifer Morgan,67,50 and above,New,4/15/2013,Q2,145,1,"$1,174.00",2,2,"$1,174.00","$1,174.00"
8893,AW00019892,Richard Campbell,68,50 and above,New,4/28/2013,Q2,145,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
8894,AW00019893,Evan Baker,62,50 and above,New,1/28/2014,Q1,136,1,$120.00,2,2,$120.00,$120.00
8895,AW00019894,Elijah Sharma,67,50 and above,New,5/30/2013,Q2,144,1,$70.00,1,1,$70.00,$70.00
8896,AW00019895,Ricky Jimenez,62,50 and above,New,1/14/2014,Q1,136,1,$129.00,3,3,$129.00,$129.00
8897,AW00019896,Kaitlyn Thomas,62,50 and above,New,3/28/2013,Q1,146,1,$70.00,1,1,$70.00,$70.00
8898,AW00019897,Gabriella Nelson,67,50 and above,New,11/19/2013,Q4,138,1,$597.00,3,3,$597.00,$597.00
8899,AW00019898,Desiree Serrano,62,50 and above,New,12/20/2013,Q4,137,1,$27.00,2,2,$27.00,$27.00
8900,AW00019899,Marcus Richardson,52,50 and above,New,10/27/2013,Q4,139,2,"$3,128.00",5,5,"$1,564.00",$312.00
8901,AW00019900,Zoe Richardson,63,50 and above,New,8/27/2013,Q3,141,1,$27.00,2,2,$27.00,$27.00
8902,AW00019901,Ronald Sara,57,50 and above,Regular,10/13/2013,Q4,139,2,"$3,016.00",3,3,"$1,508.00",$137.00
8903,AW00019902,Johnny Pal,63,50 and above,New,10/24/2013,Q4,139,2,"$3,080.00",3,3,"$1,540.00",$308.00
8904,AW00019903,Marcus Nelson,63,50 and above,Regular,11/14/2013,Q4,138,2,"$3,178.00",6,6,"$1,589.00",$264.00
8905,AW00019904,Jasmine Gray,64,50 and above,Regular,10/9/2013,Q4,139,2,"$3,018.00",4,4,"$1,509.00",$137.00
8906,AW00019905,Chelsea Fernandez,58,50 and above,New,11/1/2013,Q4,138,1,$7.00,2,2,$7.00,$7.00
8907,AW00019906,Armando Mu??oz,64,50 and above,New,8/9/2013,Q3,141,1,$14.00,2,2,$14.00,$14.00
8908,AW00019907,Bruce Diaz,64,50 and above,New,10/4/2013,Q4,139,1,$32.00,3,3,$32.00,$32.00
8909,AW00019908,Pamela Prasad,64,50 and above,New,12/24/2013,Q4,137,1,$49.00,2,2,$49.00,$49.00
8910,AW00019909,Geoffrey Chandra,65,50 and above,New,5/30/2013,Q2,144,1,$64.00,3,3,$64.00,$64.00
8911,AW00019910,Orlando Rubio,65,50 and above,Regular,10/7/2013,Q4,139,2,"$3,189.00",4,4,"$1,594.00",$151.00
8912,AW00019911,Valerie Chen,64,50 and above,Regular,11/7/2013,Q4,138,2,"$3,335.00",4,4,"$1,667.00",$277.00
8913,AW00019912,Tara Xie,48,40-49,Regular,11/25/2013,Q4,138,2,"$3,427.00",5,5,"$1,713.00",$285.00
8914,AW00019913,Jennifer Perez,76,50 and above,New,2/25/2013,Q1,147,1,$29.00,2,2,$29.00,$29.00
8915,AW00019914,Willie Ma,76,50 and above,New,6/14/2013,Q2,143,1,$31.00,3,3,$31.00,$31.00
8916,AW00019915,Claudia McDonald,75,50 and above,New,1/17/2014,Q1,136,1,$79.00,3,3,$79.00,$79.00
8917,AW00019916,Katie Xie,75,50 and above,New,11/16/2013,Q4,138,2,"$3,354.00",6,6,"$1,677.00",$304.00
8918,AW00019917,Jenny Chander,70,50 and above,New,11/8/2013,Q4,138,2,"$3,369.00",5,5,"$1,684.00",$306.00
8919,AW00019918,Joy Alonso,76,50 and above,Regular,12/28/2013,Q4,137,2,"$3,360.00",4,4,"$1,680.00",$280.00
8920,AW00019919,Rebekah Johnsen,69,50 and above,New,5/13/2013,Q2,144,1,$5.00,1,1,$5.00,$5.00
8921,AW00019920,Meredith Sanchez,74,50 and above,New,2/19/2013,Q1,147,1,$92.00,4,4,$92.00,$92.00
8922,AW00019921,Cara Cai,68,50 and above,New,4/13/2013,Q2,145,1,$64.00,3,3,$64.00,$64.00
8923,AW00019922,Nancy Gonzalez,65,50 and above,New,11/4/2013,Q4,138,2,"$3,138.00",3,3,"$1,569.00",$285.00
8924,AW00019923,Joe Prasad,65,50 and above,New,4/30/2013,Q2,145,1,$25.00,1,1,$25.00,$25.00
8925,AW00019924,Douglas Perez,60,50 and above,Regular,10/22/2013,Q4,139,2,"$3,172.00",5,5,"$1,586.00",$151.00
8926,AW00019925,Madison Jenkins,65,50 and above,New,7/8/2013,Q3,142,1,$84.00,3,3,$84.00,$84.00
8927,AW00019926,Alexandria Diaz,66,50 and above,New,4/6/2013,Q2,145,1,$40.00,2,2,$40.00,$40.00
8928,AW00019927,Ruben Fernandez,65,50 and above,New,7/29/2013,Q3,142,1,$5.00,1,1,$5.00,$5.00
8929,AW00019928,Jaime Sanz,60,50 and above,New,5/3/2013,Q2,144,1,$5.00,1,1,$5.00,$5.00
8930,AW00019929,Dale Chander,61,50 and above,New,3/30/2013,Q1,146,1,$64.00,3,3,$64.00,$64.00
8931,AW00019930,Tony Tang,66,50 and above,Regular,11/25/2013,Q4,138,2,"$3,115.00",4,4,"$1,557.00",$135.00
8932,AW00019931,Darryl Xu,61,50 and above,Regular,11/8/2013,Q4,138,2,"$3,126.00",5,5,"$1,563.00",$142.00
8933,AW00019932,Javier Sanz,56,50 and above,New,1/14/2014,Q1,136,1,$25.00,1,1,$25.00,$25.00
8934,AW00019933,Nichole Deng,62,50 and above,New,3/24/2013,Q1,146,1,$5.00,1,1,$5.00,$5.00
8935,AW00019934,Neil Blanco,69,50 and above,New,5/14/2013,Q2,144,1,$193.00,6,6,$193.00,$193.00
8936,AW00019935,Clinton Navarro,68,50 and above,New,8/17/2013,Q3,141,1,$83.00,3,3,$83.00,$83.00
8937,AW00019936,Corey Luo,64,50 and above,New,12/27/2013,Q4,137,1,$29.00,2,2,$29.00,$29.00
8938,AW00019937,Jimmy Gomez,69,50 and above,New,1/4/2014,Q1,136,1,$73.00,4,4,$73.00,$73.00
8939,AW00019938,Chelsea Patel,69,50 and above,New,9/13/2013,Q3,140,1,$5.00,1,1,$5.00,$5.00
8940,AW00019939,Alvin Wang,69,50 and above,New,12/9/2013,Q4,137,1,$49.00,3,3,$49.00,$49.00
8941,AW00019940,Rosa Ye,54,50 and above,Regular,12/26/2013,Q4,137,2,"$3,440.00",3,3,"$1,720.00",$264.00
8942,AW00019941,Cedric Liang,71,50 and above,Regular,12/6/2013,Q4,137,2,"$3,078.00",6,6,"$1,539.00",$87.00
8943,AW00019942,Armando Navarro,65,50 and above,Regular,12/19/2013,Q4,137,2,"$3,034.00",4,4,"$1,517.00",$86.00
8944,AW00019943,Walter Carlson,72,50 and above,New,11/6/2013,Q4,138,2,"$3,113.00",3,3,"$1,556.00",$283.00
8945,AW00019944,Jonathon Suarez,71,50 and above,Regular,11/17/2013,Q4,138,2,"$3,105.00",3,3,"$1,552.00",$147.00
8946,AW00019945,Phillip Garcia,73,50 and above,Regular,11/20/2013,Q4,138,2,"$3,138.00",3,3,"$1,569.00",$261.00
8947,AW00019946,Tamara Raje,73,50 and above,New,4/15/2013,Q2,145,1,$87.00,4,4,$87.00,$87.00
8948,AW00019947,Darryl Liu,39,30-39,VIP,5/12/2013,Q2,144,2,"$6,056.00",4,4,"$3,028.00",$302.00
8949,AW00019948,Lacey Hu,44,40-49,VIP,5/7/2013,Q2,144,2,"$6,021.00",2,2,"$3,010.00",$301.00
8950,AW00019949,Ni??ia Anand,43,40-49,VIP,5/9/2013,Q2,144,2,"$6,054.00",3,3,"$3,027.00",$302.00
8951,AW00019950,Ronnie Lu,44,40-49,VIP,6/18/2013,Q2,143,2,"$6,098.00",6,6,"$3,049.00",$290.00
8952,AW00019951,Roy Moreno,43,40-49,VIP,6/22/2013,Q2,143,2,"$6,021.00",2,2,"$3,010.00",$286.00
8953,AW00019952,Adrienne Martin,45,40-49,New,12/9/2013,Q4,137,2,$39.00,4,4,$19.00,$4.00
8954,AW00019953,Darrell Lal,46,40-49,New,1/6/2014,Q1,136,2,$48.00,5,5,$24.00,$6.00
8955,AW00019954,Jose Carlson,45,40-49,New,6/15/2013,Q2,143,2,$74.00,5,5,$37.00,$18.00
8956,AW00019955,Jake Gao,41,40-49,New,8/25/2013,Q3,141,2,$173.00,6,5,$86.00,$86.00
8957,AW00019956,Susan She,41,40-49,VIP,6/25/2013,Q2,143,2,"$6,060.00",5,5,"$3,030.00",$288.00
8958,AW00019957,Arthur Mehta,46,40-49,VIP,6/15/2013,Q2,143,2,"$6,035.00",4,4,"$3,017.00",$287.00
8959,AW00019958,Erika Romero,41,40-49,VIP,6/28/2013,Q2,143,2,"$6,056.00",4,4,"$3,028.00",$288.00
8960,AW00019959,Tabitha Moreno,41,40-49,VIP,6/23/2013,Q2,143,2,"$6,056.00",3,3,"$3,028.00",$288.00
8961,AW00019960,Phil Spencer,47,40-49,VIP,6/14/2013,Q2,143,2,"$6,120.00",4,4,"$3,060.00",$291.00
8962,AW00019961,Kristin She,48,40-49,New,12/8/2013,Q4,137,2,$98.00,4,4,$49.00,$12.00
8963,AW00019962,Dominic Prasad,46,40-49,New,7/19/2013,Q3,142,2,$46.00,5,5,$23.00,$15.00
8964,AW00019963,Geoffrey Fernandez,46,40-49,VIP,6/13/2013,Q2,143,2,"$6,054.00",3,3,"$3,027.00",$288.00
8965,AW00019964,Gloria Alonso,47,40-49,VIP,6/18/2013,Q2,143,2,"$6,056.00",3,3,"$3,028.00",$288.00
8966,AW00019965,Jay Lopez,46,40-49,VIP,6/26/2013,Q2,143,2,"$6,056.00",3,3,"$3,028.00",$288.00
8967,AW00019966,Abby Sanchez,42,40-49,VIP,6/7/2013,Q2,143,2,"$6,021.00",2,2,"$3,010.00",$286.00
8968,AW00019967,Devon Deng,42,40-49,VIP,6/25/2013,Q2,143,2,"$6,029.00",3,3,"$3,014.00",$287.00
8969,AW00019968,Katrina Chande,42,40-49,VIP,6/9/2013,Q2,143,2,"$6,021.00",2,2,"$3,010.00",$301.00
8970,AW00019969,Jake Guo,43,40-49,New,6/6/2013,Q2,143,2,$98.00,5,5,$49.00,$19.00
8971,AW00019970,Tanya Jimenez,47,40-49,VIP,6/26/2013,Q2,143,2,"$6,099.00",5,5,"$3,049.00",$304.00
8972,AW00019971,Jeffery Lu,48,40-49,VIP,6/15/2013,Q2,143,2,"$6,056.00",3,3,"$3,028.00",$302.00
8973,AW00019972,Lindsay Chander,43,40-49,New,10/4/2013,Q4,139,2,$49.00,6,6,$24.00,$16.00
8974,AW00019973,Colin Zhu,44,40-49,New,9/6/2013,Q3,140,2,$83.00,6,6,$41.00,$13.00
8975,AW00019974,George Fernandez,49,40-49,VIP,6/19/2013,Q2,143,2,"$6,021.00",2,2,"$3,010.00",$301.00
8976,AW00019975,Brittney Zhang,49,40-49,VIP,6/29/2013,Q2,143,2,"$6,056.00",3,3,"$3,028.00",$302.00
8977,AW00019976,Tamara Sun,50,50 and above,New,6/29/2013,Q2,143,2,$43.00,6,5,$21.00,$43.00
8978,AW00019977,Kristine Gill,49,40-49,VIP,5/30/2013,Q2,144,2,"$6,044.00",5,5,"$3,022.00",$318.00
8979,AW00019978,Marshall Yuan,49,40-49,VIP,6/10/2013,Q2,143,2,"$6,060.00",5,5,"$3,030.00",$303.00
8980,AW00019979,Janet Browning,48,40-49,VIP,6/22/2013,Q2,143,2,"$6,090.00",5,5,"$3,045.00",$304.00
8981,AW00019980,Alexandra Carter,55,50 and above,New,1/16/2014,Q1,136,1,$94.00,2,2,$94.00,$94.00
8982,AW00019981,Kelly Russell,48,40-49,New,4/4/2013,Q2,145,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
8983,AW00019982,Charles Cox,48,40-49,New,11/11/2013,Q4,138,1,$590.00,4,4,$590.00,$590.00
8984,AW00019983,Michael Martinez,50,50 and above,New,4/22/2013,Q2,145,1,"$1,120.00",1,1,"$1,120.00","$1,120.00"
8985,AW00019984,Sara Morris,50,50 and above,New,4/26/2013,Q2,145,1,"$1,183.00",3,3,"$1,183.00","$1,183.00"
8986,AW00019985,Tamara Ma,50,50 and above,New,4/8/2013,Q2,145,1,"$1,174.00",2,2,"$1,174.00","$1,174.00"
8987,AW00019986,Jamie Huang,45,40-49,New,4/2/2013,Q2,145,1,"$1,189.00",4,4,"$1,189.00","$1,189.00"
8988,AW00019987,Taylor Moore,48,40-49,Regular,7/3/2013,Q3,142,2,"$4,564.00",5,5,"$2,282.00",$190.00
8989,AW00019988,Jordan Long,43,40-49,Regular,8/15/2013,Q3,141,2,"$4,555.00",3,3,"$2,277.00",$189.00
8990,AW00019989,Ethan Thompson,43,40-49,Regular,8/1/2013,Q3,141,2,"$4,495.00",2,2,"$2,247.00",$187.00
8991,AW00019990,Peter Rai,48,40-49,New,11/11/2013,Q4,138,1,$549.00,2,2,$549.00,$549.00
8992,AW00019991,Jacob Thomas,43,40-49,New,11/15/2013,Q4,138,1,$597.00,3,3,$597.00,$597.00
8993,AW00019992,Stephanie Hill,49,40-49,New,11/22/2013,Q4,138,1,$587.00,2,2,$587.00,$587.00
8994,AW00019993,Nathan Russell,50,50 and above,New,4/6/2013,Q2,145,1,"$1,184.00",4,4,"$1,184.00","$1,184.00"
8995,AW00019994,Madeline King,46,40-49,New,11/1/2013,Q4,138,1,$540.00,1,1,$540.00,$540.00
8996,AW00019995,Jordyn Gonzales,52,50 and above,New,11/21/2013,Q4,138,1,$619.00,2,2,$619.00,$619.00
8997,AW00019996,Grant She,46,40-49,New,9/17/2013,Q3,140,1,$70.00,1,1,$70.00,$70.00
8998,AW00019997,Beth Gill,52,50 and above,VIP,10/30/2013,Q4,139,2,"$5,815.00",3,3,"$2,907.00",$223.00
8999,AW00019998,Laura Liu,47,40-49,New,4/4/2013,Q2,145,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
9000,AW00019999,Danielle Brooks,53,50 and above,New,4/1/2013,Q2,145,1,"$1,147.00",3,3,"$1,147.00","$1,147.00"
9001,AW00020000,Elijah Diaz,44,40-49,Regular,8/21/2013,Q3,141,2,"$4,495.00",2,2,"$2,247.00",$195.00
9002,AW00020001,Jordan Hill,50,50 and above,New,4/24/2013,Q2,145,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
9003,AW00020002,Elizabeth White,50,50 and above,New,12/9/2013,Q4,137,1,$590.00,4,4,$590.00,$590.00
9004,AW00020003,Dalton Gonzalez,50,50 and above,New,12/15/2013,Q4,137,1,$580.00,3,3,$580.00,$580.00
9005,AW00020004,Kaitlin Perez,49,40-49,New,12/10/2013,Q4,137,1,$590.00,4,4,$590.00,$590.00
9006,AW00020005,Kevin Zhang,52,50 and above,New,5/16/2013,Q2,144,1,"$1,143.00",4,4,"$1,143.00","$1,143.00"
9007,AW00020006,Grace Morris,52,50 and above,New,5/29/2013,Q2,144,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
9008,AW00020007,Ashley Alexander,52,50 and above,Regular,8/30/2013,Q3,141,2,"$4,495.00",2,2,"$2,247.00",$204.00
9009,AW00020008,Jack Foster,48,40-49,New,10/17/2013,Q4,139,1,$70.00,1,1,$70.00,$70.00
9010,AW00020009,Noah Walker,53,50 and above,New,5/7/2013,Q2,144,1,"$1,184.00",4,4,"$1,184.00","$1,184.00"
9011,AW00020010,Jackson Carter,42,40-49,New,9/23/2013,Q3,140,1,$70.00,1,1,$70.00,$70.00
9012,AW00020011,Eduardo Sanders,54,50 and above,New,12/23/2013,Q4,137,1,$540.00,1,1,$540.00,$540.00
9013,AW00020012,Jessica Robinson,48,40-49,New,12/8/2013,Q4,137,1,$555.00,3,3,$555.00,$555.00
9014,AW00020013,Jocelyn Hughes,51,50 and above,New,12/23/2013,Q4,137,1,$540.00,1,1,$540.00,$540.00
9015,AW00020014,Anne Blanco,45,40-49,New,3/28/2013,Q1,146,1,$79.00,2,2,$79.00,$79.00
9016,AW00020015,Jenna King,50,50 and above,New,12/15/2013,Q4,137,1,$565.00,1,1,$565.00,$565.00
9017,AW00020016,Katherine Kelly,54,50 and above,New,8/11/2013,Q3,141,1,$133.00,3,3,$133.00,$133.00
9018,AW00020017,Anna Sanders,49,40-49,New,12/25/2013,Q4,137,1,$79.00,2,2,$79.00,$79.00
9019,AW00020018,Lauren Gray,55,50 and above,New,6/15/2013,Q2,143,1,$70.00,1,1,$70.00,$70.00
9020,AW00020019,Brittany Diaz,54,50 and above,New,9/4/2013,Q3,140,1,$129.00,3,3,$129.00,$129.00
9021,AW00020020,Jacqueline Foster,55,50 and above,New,10/4/2013,Q4,139,1,$79.00,2,2,$79.00,$79.00
9022,AW00020021,Alexander Jones,49,40-49,New,12/19/2013,Q4,137,1,$81.00,3,3,$81.00,$81.00
9023,AW00020022,Arthur Perry,55,50 and above,New,10/7/2013,Q4,139,1,$120.00,2,2,$120.00,$120.00
9024,AW00020023,Edward Hughes,55,50 and above,Regular,9/6/2013,Q3,140,2,"$4,530.00",3,3,"$2,265.00",$205.00
9025,AW00020024,Fernando Miller,55,50 and above,New,4/30/2013,Q2,145,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
9026,AW00020025,Bryce Bell,50,50 and above,New,11/10/2013,Q4,138,1,$94.00,2,2,$94.00,$94.00
9027,AW00020026,Jasmine Richardson,55,50 and above,New,5/20/2013,Q2,144,1,"$1,213.00",4,4,"$1,213.00","$1,213.00"
9028,AW00020027,Danielle Murphy,55,50 and above,New,11/2/2013,Q4,138,1,$79.00,2,2,$79.00,$79.00
9029,AW00020028,Angela Flores,55,50 and above,New,5/28/2013,Q2,144,1,"$1,174.00",2,2,"$1,174.00","$1,174.00"
9030,AW00020029,Jan Evans,55,50 and above,New,5/4/2013,Q2,144,1,"$1,129.00",2,2,"$1,129.00","$1,129.00"
9031,AW00020030,Alexander Harris,56,50 and above,New,5/14/2013,Q2,144,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
9032,AW00020031,Devin James,56,50 and above,New,5/11/2013,Q2,144,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
9033,AW00020032,Marcus Walker,50,50 and above,New,5/27/2013,Q2,144,1,"$1,120.00",1,1,"$1,120.00","$1,120.00"
9034,AW00020033,Carlos Turner,45,40-49,New,12/9/2013,Q4,137,1,$567.00,3,3,$567.00,$567.00
9035,AW00020034,Wyatt Turner,51,50 and above,VIP,11/22/2013,Q4,138,2,"$5,770.00",5,5,"$2,885.00",$240.00
9036,AW00020035,Cesar Fernandez,51,50 and above,VIP,11/10/2013,Q4,138,2,"$5,695.00",2,2,"$2,847.00",$247.00
9037,AW00020036,Kate Tang,46,40-49,New,1/16/2013,Q1,148,1,"$2,618.00",5,5,"$2,618.00","$2,618.00"
9038,AW00020037,Alyssa Sanchez,52,50 and above,New,1/27/2013,Q1,148,1,"$2,596.00",3,3,"$2,596.00","$2,596.00"
9039,AW00020038,Taylor Price,52,50 and above,New,12/31/2012,Q4,149,1,2443,1,1,2443,2443
9040,AW00020039,Stephanie Evans,57,50 and above,New,1/18/2013,Q1,148,1,"$2,457.00",3,3,"$2,457.00","$2,457.00"
9041,AW00020040,Victoria Rivera,57,50 and above,New,5/11/2013,Q2,144,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
9042,AW00020041,Joe Alvarez,41,40-49,New,4/24/2013,Q2,145,1,$13.00,2,2,$13.00,$13.00
9043,AW00020042,Brad Deng,46,40-49,Regular,3/3/2013,Q1,146,2,"$3,150.00",3,3,"$1,575.00",$116.00
9044,AW00020043,Brent Zheng,47,40-49,New,12/25/2013,Q4,137,1,$32.00,2,2,$32.00,$32.00
9045,AW00020044,Jillian Rana,47,40-49,New,6/11/2013,Q2,143,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
9046,AW00020045,Andres Shen,46,40-49,New,4/3/2013,Q2,145,1,$597.00,3,3,$597.00,$597.00
9047,AW00020046,Peter She,46,40-49,New,5/29/2013,Q2,144,1,$692.00,8,8,$692.00,$692.00
9048,AW00020047,Ronnie Huang,47,40-49,New,5/29/2013,Q2,144,1,$615.00,2,2,$615.00,$615.00
9049,AW00020048,Virginia Srini,47,40-49,Regular,7/28/2013,Q3,142,2,"$3,142.00",2,2,"$1,571.00",$108.00
9050,AW00020049,Colleen Chavez,49,40-49,Regular,8/23/2013,Q3,141,2,"$3,150.00",3,3,"$1,575.00",$105.00
9051,AW00020050,Adriana Prasad,48,40-49,New,2/1/2013,Q1,147,1,$59.00,2,2,$59.00,$59.00
9052,AW00020051,Linda Dominguez,42,40-49,Regular,12/28/2013,Q4,137,3,"$4,464.00",9,9,"$1,488.00",$202.00
9053,AW00020052,Theodore Ruiz,48,40-49,Regular,3/19/2013,Q1,146,2,"$3,214.00",5,5,"$1,607.00",$133.00
9054,AW00020053,Jessie Yang,48,40-49,New,6/25/2013,Q2,143,1,$36.00,3,3,$36.00,$36.00
9055,AW00020054,Clarence Nara,47,40-49,Regular,4/11/2013,Q2,145,2,"$3,338.00",5,5,"$1,669.00",$133.00
9056,AW00020055,Ruben Ruiz,49,40-49,New,6/26/2013,Q2,143,1,$83.00,3,3,$83.00,$83.00
9057,AW00020056,Johnny She,48,40-49,New,11/21/2013,Q4,138,1,$144.00,5,5,$144.00,$144.00
9058,AW00020057,Ramon Zhou,49,40-49,New,9/10/2013,Q3,140,1,$48.00,3,3,$48.00,$48.00
9059,AW00020058,Roger Liu,49,40-49,New,5/31/2013,Q2,144,1,$31.00,3,3,$31.00,$31.00
9060,AW00020059,Madison Washington,49,40-49,New,7/15/2013,Q3,142,1,"$1,170.00",2,2,"$1,170.00","$1,170.00"
9061,AW00020060,Kayla Jackson,48,40-49,Regular,8/7/2013,Q3,141,2,"$3,142.00",2,2,"$1,571.00",$108.00
9062,AW00020061,Sharon Nath,48,40-49,New,7/24/2013,Q3,142,1,"$1,174.00",2,2,"$1,174.00","$1,174.00"
9063,AW00020062,Russell Carson,NULL,50 and above,Regular,3/30/2013,Q1,146,2,"$1,997.00",5,5,$998.00,$142.00
9064,AW00020063,Kristy Ortega,50,50 and above,New,12/9/2013,Q4,137,1,$65.00,3,3,$65.00,$65.00
9065,AW00020064,Whitney Prasad,43,40-49,New,6/18/2013,Q2,143,1,$39.00,2,2,$39.00,$39.00
9066,AW00020065,Grant Lal,48,40-49,New,12/19/2013,Q4,137,1,$21.00,1,1,$21.00,$21.00
9067,AW00020066,Marcus White,40,40-49,New,5/9/2013,Q2,144,1,"$1,170.00",2,2,"$1,170.00","$1,170.00"
9068,AW00020067,Destiny Thompson,45,40-49,New,5/21/2013,Q2,144,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
9069,AW00020068,Alexandria Peterson,46,40-49,New,5/27/2013,Q2,144,1,"$1,120.00",1,1,"$1,120.00","$1,120.00"
9070,AW00020069,Jessica Smith,45,40-49,New,10/1/2013,Q4,139,1,$575.00,2,2,$575.00,$575.00
9071,AW00020070,Richard Morris,54,50 and above,New,7/22/2013,Q3,142,1,$40.00,2,2,$40.00,$40.00
9072,AW00020071,Sean Campbell,48,40-49,New,3/3/2013,Q1,146,1,$79.00,2,2,$79.00,$79.00
9073,AW00020072,Kaitlyn Martinez,54,50 and above,New,5/13/2013,Q2,144,1,"$1,155.00",2,2,"$1,155.00","$1,155.00"
9074,AW00020073,Melissa Cooper,48,40-49,New,5/8/2013,Q2,144,1,"$1,170.00",2,2,"$1,170.00","$1,170.00"
9075,AW00020074,Preston Madan,66,50 and above,New,10/16/2013,Q4,139,1,$589.00,4,4,$589.00,$589.00
9076,AW00020075,Aaron Allen,67,50 and above,New,12/2/2011,Q4,161,1,3400,1,1,3400,3400
